Disp_OPC[Código],Disp_OPC[Nome],Disp_OPC[Data report],Disp_OPC[Versão],Disp_OPC[VIP],Disp_OPC[Suspenso],Disp_OPC[Bandeira],[AverageDisponibilidade__Final_S_Analise]
70379 - V4 NUC,70379 - V4 Nuc Posto  Real,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70381 - V4 NUC,70381 - V4 Nuc Posto  Asas De Cumbica,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70382 - V4 NUC,70382 - V4 Nuc Posto Intercolinas,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70385 - V4 NUC,70385 - V4 Nuc Posto   Posto Gavea Cristais Paulista Eireli,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
70386 - V4 NUC,70386 - V4 Nuc Posto Rota 66,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7039,7039 Posto Br São Bartolomeu,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
70390 - V4 NUC,70390 - V4 Nuc Posto  Rota Poa,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70391 - V4 NUC,70391 - V4 Nuc Posto D+ Ii,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70392 - V4 NUC,70392 - V4 Nuc Posto Trilha Do Verde,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70393 - V4 NUC,70393 - V4 Nuc Posto  Quebec,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,0.9766666666666666
70395 - V4 NUC,70395 - V4 Nuc Posto   Posto Tiger Araras Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70397 - V4 NUC,70397 - V4 Nuc Posto  Gran Penha,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70398 - V4 NUC,70398 - V4 Nuc Posto Palazzo,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70399 - V4 NUC,70399 - V4 Nuc Posto  Presidente De Praia Grande,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0.8291388888888888
70400 - V4 NUC,70400 - V4 Nuc Posto Suzan,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70401 - V4 NUC,70401 - V4 Nuc Posto   Auto Posto Bap Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70402 - V4 NUC,70402 - V4 Nuc Posto   Auto Posto Festa Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70403 - V4 NUC,70403 - V4 Nuc Posto   Posto De Combustiveis Ngm Eireli,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70404 - V4 NUC,70404 - V4 Nuc Posto   Auto Posto Cbw Santa Cecilia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70405 - V4 NUC,70405 - V4 Nuc Posto   Petroleo Fonte De Energia Auto Posto Eir,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70407 - V4 NUC,70407 - V4 Nuc Posto Gigante Do Pessego,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70408 - V4 NUC,70408 - V4 Nuc Posto   Magnum Auto Posto Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70409 - V4 NUC,70409 - V4 Nuc Posto  Ipiranga Posto Dani-Rafa Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
70410,70410 Auto Posto Madre Paula Comercio De Combustiveis E Conveniencia Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.6681944444444444
70412 - V4 NUC,70412 - V4 Nuc Posto  Shell Auto Posto Azzolini Neto Ltda,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
70413 - V4 NUC,70413 - V4 Nuc Posto  Shell Portal Estrela Do Morumbi Centro Automot,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
70417 - V4 NUC,70417 - V4 Nuc Posto  Shell Auto Posto Colonia Jundiai Comercio De C,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
7042,7042 - Posto Br Novo Centro,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
70420 - V4 NUC,70420 - V4 Nuc Posto  Ipiranga Possebon Centro Automotivo Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Ipiranga,1
70421 - V4 NUC,70421 - V4 Nuc Posto  Ipiranga Auto Posto Montana Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Ipiranga,1
70423 - V4 NUC,70423 - V4 Nuc Posto   Posto Dos Romeiros,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70425 - V4 NUC,70425 - V4 Nuc Posto   Auto Posto 136 Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70426 - V4 NUC,70426 - V4 Nuc Posto   Posto 56 - Centro Automotivo Sete Estrel,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70428 - V4 NUC,70428 - V4 Nuc Posto   Posto 60 - Centro Automotivo Sete Estrel,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70430 - V4 NUC,70430 - V4 Nuc Posto   Posto 02 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70431 - V4 NUC,70431 - V4 Nuc Posto   Posto 04 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70432 - V4 NUC,70432 - V4 Nuc Posto   Posto 47 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70433 - V4 NUC,70433 - V4 Nuc Posto   Posto 38 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70434 - V4 NUC,70434 - V4 Nuc Posto   Posto 31 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70435 - V4 NUC,70435 - V4 Nuc Posto   Posto 07 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70436 - V4 NUC,70436 - V4 Nuc Posto   Posto 52 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
70437 - V4 NUC,70437 - V4 Nuc Posto   Posto 10 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
70438 - V4 NUC,70438 - V4 Nuc Posto   Posto 26 Rede De Postos Sete Estrelas Lt,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7050,7050 Posto Br Portal Jd. Sul,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7053 - V4 NUC,7053 - V4 Nuc Posto Br Lagoa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7055,7055 Posto Br D+,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
7056 - V4 NUC,7056 - V4 Nuc Posto Br Formula,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
7058,7058 Posto Br Guarani,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7061,7061 Posto Br Edwiges,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7064,7064 Posto Br Royale,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7065,7065 Posto Br Gabriella Auto Service,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7068,7068 Posto Br Cambui,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7069,7069 Posto Br Rt 23,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.7398333333333333
7076,7076 Posto Br Ruda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7083 - V4 NUC,7083 - V4 Nuc Posto  Br Walbrax 1,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7086 - V4 NUC,7086 - V4 Nuc  Posto Br Santour,2025-08-26T00:00:00,V4 - NOVPN,True,False,Bandeira Branca,1
7087,7087 Posto Br Vidal & Cia,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7089 - V4 NUC,7089 - V4 Nuc Posto Br Portal 500 Anos,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7090,7090 Posto Br Portal Mirandópolis,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7092,7092 Posto Br Bracarense,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7095,7095 Posto Br Agora Br 40 Anos,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.9653055555555555
7096,7096 Posto Br Parque Das Rosas,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0
7102,7102 Posto Br Afonsos,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7105,7105 Posto Br Jari,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7106,7106 Posto Br Projac Rio,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7108,7108 Posto Br Kohara,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7109,7109 Posto Br Apache,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7110 - V4 NUC,7110 - V4 Nuc Posto Br Portal Do Itanhanga,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7112 - V4 NUC,7112 - V4 Nuc Posto Br Recreio,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7113 - V4 NUC,7113 - V4 Nuc Posto Br Vale Do Pan,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7122 - V4 NUC,7122 - V4 Nuc Posto Br Adm,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7124 - V4 NUC,7124 - V4 Nuc Posto Br Rui Barbosa,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7128,7128 Posto Br Julio De Castilho,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7129,7129 Posto Br Dezoito E Meio,2025-08-26T00:00:00,V4 - VPN,True,False,BR,0
7131,7131 Posto Br Splanada,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7135 - V4 NUC,7135 - V4 Nuc Posto Br Fr Branco,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7143,7143 Posto Br Garoupa,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7147 - V4 NUC,7147 - V4 Nuc Posto Br A.P Xavantao,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7148 - V4 NUC,7148 - V4 Nuc Posto Br Pasárgada,2025-08-26T00:00:00,V4 - NOVPN,True,False,Bandeira Branca,1
7150 - V4 NUC,7150 - V4 Nuc Posto Br Piraquara,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7153 - V4 NUC,7153 - V4 Nuc Posto  Br Auto Posto Hl Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7158 - V4 NUC,7158 - V4 Nuc Posto  Br J A Sobral & Cia,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7164,7164 Posto Br Anubis,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7167,7167 - V4 Nuc Posto Br Frango Assado,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7182,7182 Posto Br Anhembi,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
7187 - V4 NUC,7187 - V4 Nuc Posto Br Jj,2025-08-26T00:00:00,V4 - NOVPN,True,False,Bandeira Branca,0.9910555555555555
7188 - V4 NUC,7188 - V4 Nuc Posto Br Portal Das Amoreiras,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7189 - V4 NUC,7189 - V4 Nuc Posto Br Zimba,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7198,7198 Posto Br Duque Alphaville,2025-08-26T00:00:00,V1,False,False,BR,1
72000 - V4 NUC,72000 - V4 Nuc Posto  Shell Jardim Sao Bento,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
72013 - V4 NUC,72013 - V4 Nuc Posto  Shell Centro Civico,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72015 - V4 NUC,72015 - V4 Nuc Posto  Shell Helvetia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72018 - V4 NUC,72018 - V4 Nuc Posto  Shell 3L Comercio De Combustiveis E Lubrifican,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72019 - V4 NUC,72019 - V4 Nuc Posto  Shell Eco Posto 3L,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72021 - V4 NUC,72021 - V4 Nuc Posto  Shell Jardim Santo Andre,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72022 - V4 NUC,72022 - V4 Nuc Posto  Shell  Oliveira & Lima,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72023 - V4 NUC,72023 - V4 Nuc Posto Shell Pery Ronchetti,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72024 - V4 NUC,72024 - V4 Nuc Posto  Shell Neon,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72025 - V4 NUC,72025 - V4 Nuc Posto  Shell Amalfi,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0
72026 - V4 NUC,72026 - V4 Nuc Posto Shell Postao I,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72028 - SPP,72028 - Spp Posto Shell Super Formula,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72030 - V4 NUC,72030 - V4 Nuc Posto Shell Iris,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72031 - V4 NUC,72031 - V4 Nuc Posto Shell Tradicao Nordestina,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72032 - V4 NUC,72032 - V4 Nuc Posto  Shell Infinity,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72034 - V4 NUC,72034 - V4 Nuc Posto  Shell Miro,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72035 - V4 NUC,72035 - V4 Nuc Posto Sheel Cambuci,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72036 - V4 NUC,72036 - V4 Nuc Posto Shell Abastece Brasil,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72038 - V4 NUC,72038 - V4 Nuc Posto Shell Cristal,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.55925
72039 - V4 NUC,72039 - V4 Nuc Posto  Shell Reivillo,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72042 - V4 NUC,72042 - V4 Nuc Posto Shell Premiere,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72044,72044 - V4 Nuc Posto Shell Riviera Tropical,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72045 - V4 NUC,72045 - V4 Nuc Posto  Shell  Noventa,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
72046 - V4 NUC,72046 - V4 Nuc Posto Shell Canal Batel,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72047 - V4 NUC,72047 - V4 Nuc Posto  Br Automan,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0
72048 - V4 NUC,72048 - V4 Nuc Posto Shell Trevo De Mage,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72050 - V4 NUC,72050 - V4 Nuc Posto Shell Socape,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72051,72051 - Posto Shell R E Mengue,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72052 - V4 NUC,72052 - V4 Nuc Posto  Shell Picheth,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72053 - V4 NUC,72053 - V4 Nuc Posto Shell Oliveira,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72054 - V4 NUC,72054 - V4 Nuc Posto Shell Trevo De Manilha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72055 - V4 NUC,72055 - V4 Nuc Posto Shell Unico,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72057 - V4 NUC,72057 - V4 Nuc Posto  Shell L.T. Nichele - Parigot,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72058 - V4 NUC,72058 - V4 Nuc Posto  Shell L.T. Nichele - Bettega,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,0
72059 - V4 NUC,72059 - V4 Nuc Posto Shell Sbrissia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72061 - V4 NUC,72061 - V4 Nuc Posto Shell Bira & Bira,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72062 - V4 NUC,72062 - V4 Nuc Posto Shell Maxxi,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72063 - V4 NUC,72063 - V4 Nuc Posto  Shell Bap Capuava,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72064 - V4 NUC,72064 - V4 Nuc Posto  Shell Vista Bella,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72065 - V4 NUC,72065 - V4 Nuc Posto Shell Agricopel Filial  40,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72066 - V4 NUC,72066 - V4 Nuc Posto Shell  Agricopel  Filial 20,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72067 - V4 NUC,72067 - V4 Nuc Posto Shell Agricopel Filial 38,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72068 - V4 NUC,72068 - V4 Nuc Posto Shell Agricopel Filial 07,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72070 - V4 NUC,72070 - V4 Nuc Posto  Shell Centenario,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72071 - V4 NUC,72071 - V4 Nuc Posto Shell Deusrei,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72072 - V4 NUC,72072 - V4 Nuc Posto Shell Portal Da Aldeia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0
72074 - V4 NUC,72074 - V4 Nuc Posto Shell  Isola Derivados,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72078 - V4 NUC,72078 - V4 Nuc Posto  Shell Kon Tiki,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72079 - V4 NUC,72079 - V4 Nuc Posto  Shell Rio Nova Parada Src,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72080 - V4 NUC,72080 - V4 Nuc Posto  Shell Boa Sorte,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.1498611111111111
72081 - V4 NUC,72081 - V4 Nuc Posto Shell Sao Longuinho,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72083 - V4 NUC,72083 - V4 Nuc Posto Shell Patropi,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72084 - V4 NUC,72084 - V4 Nuc Posto  Shell Centro Automoivo Sbc,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72085 - V4 NUC,72085 - V4 Nuc Posto  Shell  Cancun,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72086 - V4 NUC,72086 - V4 Nuc Posto Shell Vale Nevado,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72087 - V4 NUC,72087 - V4 Nuc Posto Shell Pernambues,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72092 - V4 NUC,72092 - V4 Nuc Posto Shell Santo Inacio,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72093 - V4 NUC,72093 - V4 Nuc Posto  Shell Grumari Hortolandia,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72094 - V4 NUC,72094 - V4 Nuc Posto Shell Mediterraneo Araraquara,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72096 - V4 NUC,72096 - V4 Nuc Posto Shell J.S.Caldeira,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72097 - SPP,72097 - Spp Posto Shell Juventus,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0.9764166666666666
72098 - V4 NUC,72098 - V4 Nuc Posto  Shell Pais Galego,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
7210,7210 Posto Br Maratai,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
72100 - V4 NUC,72100 - V4 Nuc Posto  Shell Pequini 1090,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72101 - V4 NUC,72101 - V4 Nuc Posto  Shell  Garoupa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72103 - V4 NUC,72103 - V4 Nuc Posto Shell Sant'Ana De Sumare,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72104 - V4 NUC,72104 - V4 Nuc Posto Shell  Avenida,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72106 - V4 NUC,72106 - V4 Nuc Posto Shell Marechal Domingues,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72109 - V4 NUC,72109 - V4 Nuc Posto Shell Baptistella,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72110 - SPP,72110 - Spp  Posto  Shell Porto Alegre,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72111 - V4 NUC,72111 - V4 Nuc Posto  Shell Novos Tempos,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72112 - V4 NUC,72112 - V4 Nuc Posto  Shell Linha Amarela,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72113 - V4 NUC,72113 - V4 Nuc Posto  Shell Capraro,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72115 - V4 NUC,72115 - V4 Nuc Posto Shell Quality Fiorano,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72116 - V4 NUC,72116 - V4 Nuc Posto  Shell Gloria,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72118 - V4 NUC,72118 - V4 Nuc Posto  Shell Itapagipe,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.9333333333333333
72119 - V4 NUC,72119 - V4 Nuc Posto Palmeiras De Guaratiba,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
7212,7212  V4 - Posto Br Moreira Guimaraes,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
72120 - V4 NUC,72120 - V4 Nuc Posto  Shell Posto Europa Iv,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72121 - V4 NUC,72121 - V4 Nuc Posto  Shell Europa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72122 - V4 NUC,72122 - V4 Nuc Posto  Granero,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72126  - V4 NUC,72126  - V4 Nuc Luiz Antonio Menuzzo & Cia,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72127 - V4 NUC,72127 - V4 Nuc Posto  Shell  Dutrao,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.6735833333333333
72129 - V4 NUC,72129 - V4 Nuc Posto Itapirense,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72132 - V4 NUC,72132 - V4 Nuc Portal Do Vale,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72133 - V4 NUC,72133 - V4 Nuc Posto  Shell Maxxima Nazare,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,0.9152222222222222
72134 - V4 NUC,72134 - V4 Nuc Posto  Br Ruby,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
72135,72135 Posto Shell Ouro De Barueri,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
72136 - SPP,72136 - Spp Posto  Shell Irmaos Ventura,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72137 - V4 NUC,72137 - V4 Nuc Posto  Shell Cumbica,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72138 - V4 NUC,72138 - V4 Nuc Posto Shell Primeiro Do Brasil,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72139 - V4 NUC,72139 - V4 Nuc Posto  Shell  Imigrante De Vinhedo,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
7214,7214 Posto Br Amigãozão De Itupeva,2025-08-26T00:00:00,V1,False,False,BR,1
72140 - V4 NUC,72140 - V4 Nuc Posto  Shell Sol Buzios,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72143 - V4 NUC,72143  - V4 Nuc Posto Walbrax Mogi,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72144 - V4 NUC,72144 - V4 Nuc Posto  Shell Souto Bahia Ii,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72145 - V4 NUC,72145 - V4 Nuc Boxter Tempus,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
7215,7215 Posto Br Nardobal,2025-08-26T00:00:00,V1,False,False,BR,1
72150 - V4 NUC,72150 - V4 Nuc Posto Shell Albion,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72151 - V4 NUC,72151 - V4 Nuc Posto  Shell Gopouva,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0
72153 - V4 NUC,72153 - V4 Nuc Posto  Shell Rt 37,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72154 - V4 NUC,72154 - V4 Nuc Posto Shell  Moraes & Moraes,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72155 - V4 NUC,72155 - V4 Nuc Posto  Shell Dias,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72157 - V4 NUC,72157 - V4 Nuc Posto  Shell Familia De Lucca,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.9156944444444444
72158 - V4 NUC,72158 - V4 Nuc Posto  Shell Primos De Colombo,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72159 - V4 NUC,72159 - V4 Nuc Posto  Shell  Mike,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72160 - V4 NUC,72160 - V4 Nuc Posto  Shell Equipe Quality,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72161 - V4 NUC,72161 - V4 Nuc Posto  Shell Itamaxi,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72162 - V4 NUC,72162 - V4 Nuc Posto  Shell Tribuna,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72163 - V4 NUC,72163 - V4 Nuc Posto  Shell Rpa  Limeira I,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72164 - V4 NUC,72164 - V4 Nuc Posto  Shell Wersan,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72169 - V4 NUC,72169 - V4 Nuc Posto  Shell  Z B Y,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
72170 - V4 NUC,72170 - V4 Nuc Posto  Shell Rpa Rio Claro I,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72171 - V4 NUC,72171 - V4 Nuc Posto  Shell  Primeiro Distrito,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72172 - V4 NUC,72172 - V4 Nuc Posto  Shell Comercial Philadelphia,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
