Disp_OPC[Código],Disp_OPC[Nome],Disp_OPC[Data report],Disp_OPC[Versão],Disp_OPC[VIP],Disp_OPC[Suspenso],Disp_OPC[Bandeira],[AverageDisponibilidade__Final_S_Analise]
72174 - V4 NUC,72174 - V4 Nuc Posto  Shell Estoril,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72175 - V4 NUC,72175 - V4 Nuc Posto  Shell  Guavirutuba,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72176 - V4 NUC,72176 - V4 Nuc Posto  Shell Jardim Das Hortencias,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72177 - V4 NUC,72177 - V4 Nuc Posto  Shell R N M,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72179 - V4 NUC,72179 - V4 Nuc Posto  Shell  Bandeirantes Ajf,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72181 - V4 NUC,72181 - V4 Nuc Posto  Shell Altha,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72185 - V4 NUC,72185 - V4 Nuc Posto Shell Astorga,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72187 - V4 NUC,72187 - V4 Nuc Posto Shell Fase Quattro Anhanguera,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72188 - V4 NUC,72188 - V4 Nuc Posto  Shell  Portal De Aracoiaba,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72189 - V4 NUC,72189 - V4 Nuc Posto Shell Super Posto 3M,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72195 - V4 NUC,72195 - V4 Nuc Posto  Shell Filial 02 Frango Assado,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72196 - V4 NUC,72196 - V4 Nuc Posto  Shell  Parque Brasil 500,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
72197 - V4 NUC,72197 - V4 Nuc Posto Shell  Olimpia Bandeirantes,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72198 - V4 NUC,72198 - V4 Nuc Posto  Shell Portal Do Paraiso,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72201 - V4 NUC,72201 - V4 Nuc Posto  Shell  Verona,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72207 - V4 NUC,72207 - V4 Nuc Posto  Girassol,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72208 - V4 NUC,72208 - V4 Nuc Posto  Shell  Monte Aprazivel,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72209 - V4 NUC,72209 - V4 Nuc Posto  Shell Posto Brasal,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72210 - V4 NUC,72210 - V4 Nuc Posto  Shell Brasal - Filial 04,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72214 - V4 NUC,72214 - V4 Nuc Posto Shell Santos Dumont De Franca,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72218 - V4 NUC,72218 - V4 Nuc Posto  Shell Tenente Aviador,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0
72219 - V4 NUC,72219 - V4 Nuc Posto  Shell Cidade De Marilia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72222 - V4 NUC,72222 - V4 Nuc Posto  Shell Filial 05 - Argetax,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.7465277777777778
72223 - V4 NUC,72223 - V4 Nuc Posto Shell Acari,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72224 - V4 NUC,72224 - V4 Nuc Posto  Shell  Da Balança,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72227 - V4 NUC,72227 - V4 Nuc Posto  Dubai,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72230 - V4 NUC,72230 - V4 Nuc Posto  Shell Zona Sul De Ribeirao,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72231 - V4 NUC,72231 - V4 Nuc Posto Santa Rita,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72232 - V4 NUC,72232 - V4 Nuc Posto  Shell Galo - Filial 13,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72233 - V4 NUC,72233 - V4 Nuc Posto Shell Morada Do Sol Araraquara,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72235 - V4 NUC,72235 - V4 Nuc Posto  Shell Filial 01 - Argetax,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72236 - V4 NUC,72236 - V4 Nuc Posto  Shell Filial 02 - Argetax,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72237 - V4 NUC,72237 - V4 Nuc Posto  Shell Rosso,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72238 - V4 NUC,72238 - V4 Nuc Posto  Shell Cisne Branco,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72239 - V4 NUC,72239 - V4 Nuc Posto  Shell J Pena & Cia,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72240 - V4 NUC,72240 - V4 Nuc Posto  Shell Barao De Araras,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72241 - V4 NUC,72241 - V4 Nuc Posto  Shell 7 Araras,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72242 - V4 NUC,72242 - V4 Nuc Posto  Shell  7 Sao Carlos,2025-08-26T00:00:00,V4 - VPN,True,False,Shell,1
72243 - V4 NUC,72243 - V4 Nuc Posto  Shell Mil Salto,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72244 - V4 NUC,72244 - V4 Nuc Posto  Shell Kalilandia - Camacari,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72245 - V4 NUC,72245 - V4 Nuc Posto  Shell Auto Posto Dilma Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72246 - V4 NUC,72246 - V4 Nuc Posto  Shell Jurema,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72247 - V4 NUC,72247 - V4 Nuc Posto  Shell Jordanopolis,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72248 - V4 NUC,72248 - V4 Nuc Posto  Shell  Rpa Piracicaba  (Iii),2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
7225,7225 Posto Br Centro Automotivo Papa Tiete,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
72250 - V4 NUC,72250 - V4 Nuc Posto Shell Rpa - Itu,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72251 - V4 NUC,72251 - V4 Nuc Posto  Shell Jbf Sertaozinho,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72252 - V4 NUC,72252 - V4 Nuc Posto  Shell Maria Bonita,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72253 - V4 NUC,72253 - V4 Nuc Posto  Shell Denver,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72255 - V4 NUC,72255 - V4 Nuc Posto Shell Arapongas,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,0.9091388888888889
72257 - V4 NUC,72257 - V4 Nuc Posto Br Selene,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72258 - V4 NUC,72258 - V4 Nuc Posto Shell Santorini,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72259 - V4 NUC,72259 - V4 Nuc Posto  Shell Suzano,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72260 - V4 NUC,72260 - V4 Nuc Posto  Shell Potenza Petroleo Servicos Automotivos -,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72261 - V4 NUC,72261 - V4 Nuc Posto Shell Palacio,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
72263 - V4 NUC,72263 - V4 Nuc Posto Shell Camurupim,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72264 - V4 NUC,72264 - V4 Nuc Posto  Shell  Pantanal Fenix,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72265 - V4 NUC,72265 - V4 Nuc Posto  Shell Terra Nova,2025-08-26T00:00:00,V4 - NOVPN,True,False,Shell,1
72267 - V4 NUC,72267 - V4 Nuc Posto  Shell Posto Caiubi Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72268 - V4 NUC,72268 - V4 Nuc Posto  Shell Auto Posto Rio Do Ouro Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72269 - V4 NUC,72269 - V4 Nuc Posto  Shell Auto Posto Grande Avenidaltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72270 - V4 NUC,72270 - V4 Nuc Posto  Shell Auto Posto Petro Nacoes Bauru Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72271 - V4 NUC,72271 - V4 Nuc Posto  Shell Matriz Auto Posto Bola Branca,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72274 - V4 NUC,72274 - V4 Nuc Posto  Shell Filial 6 Auto Posto Bola Branca,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72275 - V4 NUC,72275 - V4 Nuc Posto  Shell Filial 7 Auto Posto Bola Branca,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72276 - V4 NUC,72276 - V4 Nuc Posto  Shell Filial 8 Auto Posto Bola Branca,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72277 - V4 NUC,72277 - V4 Nuc Posto  Shell Filial 9 Auto Posto Bola Branca,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
72278 - V4 NUC,72278 - V4 Nuc Posto  Shell Filial 10 Auto Posto Brisa,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
72279 - V4 NUC,72279 - V4 Nuc Posto  Shell Filial 12 Auto Posto 15 De Tupa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
7233 - V4 NUC,7233 - V4 Nuc Posto Br Marcela,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,1
7238 - V4 NUC,7238 - V4 Nuc Posto Br Barramar,2025-08-26T00:00:00,V4 - VPN,True,False,Bandeira Branca,1
7239 - V4 NUC,7239 - V4 Nuc Posto Br Recreiomar,2025-08-26T00:00:00,V4 - VPN,False,False,Bandeira Branca,0
7240 - V4 NUC,7240 - V4 Nuc Posto  Br Grotao,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7247 - V4 NUC,7247 - V4 Nuc Posto  Br Panamby 10,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7256 - V4 NUC,7256 - V4 Nuc Posto Br Fabiana Oeste,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7257 - V4 NUC,7257 - V4 Nuc Posto  Br Gigante Do Oeste,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.008305555555555556
7261 - V4 NUC,7261 - V4 Nuc Posto Br Lube - V4 Nuc,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7263 - V4 NUC,7263 - V4 Nuc Posto Br Lamacaes,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.9481944444444443
7264 - V4 NUC,7264 - V4 Nuc Posto Br Calunga,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7270 - V4 NUC,7270 - V4 Nuc Posto  Br Sakamoto Ii,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7274 - V4 NUC,7274 - V4 Nuc Posto Br Gol Olimpico,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7275 - V4 NUC,7275 - V4 Nuc Posto Br  Insulano,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.40836111111111106
7277 - V4 NUC,7277 - V4 Nuc Posto  Br Posto Jardim Das Colinas Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7279 - V4 NUC,7279 - V4 Nuc Posto Parada Obrigatoria,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7280 - V4 NUC,7280 - V4 Nuc Posto Br Zangao,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7282 - V4 NUC,7282 - V4 Nuc Posto Br  Ilha De Bali Eireli,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7283 - V4 NUC,7283 - V4 Nuc Posto Br Confianca - Eireli,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7285 - V4 NUC,7285 - V4 Nuc Posto Br Aleluia Ii,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.9333333333333333
7286 - V4 NUC,7286 - V4 Nuc Posto Aleluia,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7287 - V4 NUC,7287 - V4 Nuc Posto  Br Satomi,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7288 - V4 NUC,7288 - V4 Nuc Posto Br Ilha Do Sol Express Wash,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7289 - V4 NUC,7289 - V4 Nuc Posto Br Tapajos,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7293 - V4 NUC,7293 - V4 Nuc Posto  Br Intervias De Sumare,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7298 - V4 NUC,7298 - V4 Nuc Posto  Br Portal Vila Ema,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7299 - V4 NUC,7299 - V4 Nuc Posto  Br Centro Automotivo Madri,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7301 - V4 NUC,7301 - V4 Nuc Posto  Br Jardim Guedala,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7304 - V4 NUC,7304 - V4 Nuc Posto  Br Brazatlas,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7305 - V4 NUC,7305 - V4 Nuc Posto Br Dom Aguirre,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7307 - V4 NUC,7307 - V4 Nuc Posto  Br Italia Center,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7308 - V4 NUC,7308 - V4 Nuc Posto  Br  R Juveve,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7309 - V4 NUC,7309 - V4 Nuc Posto  Br Gloria,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7311 - V4 NUC,7311 - V4 Nuc Posto  Br Bigorrilho Park,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7312 - V4 NUC,7312 - V4 Nuc Posto  Br Irmaos Ceschin Ltda,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7313 - V4 NUC,7313 - V4 Nuc Posto  Br Patmos,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7314 - V4 NUC,7314 - V4 Nuc Posto Br Kalilandia - Portal Itapua,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7316 - V4 NUC,7316 - V4 Nuc Posto  Br Posto Kalilandia,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7318 - V4 NUC,7318 - V4 Nuc Posto  Br Kjsa,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7321 - V4 NUC,7321 - V4 Nuc Posto  Br Guardiao,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7325 - V4 NUC,7325 - V4 Nuc Posto  Shell Guaiaca,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,1
7326 - V4 NUC,7326 - V4 Nuc Posto Br Jardim Do Morumbi,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7327 - V4 NUC,7327 - V4 Nuc Posto  Br Nacoes,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.7583333333333333
7328 - V4 NUC,7328 - V4 Nuc Posto  Br J. A. Vendramin,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7329 - V4 NUC,7329 - V4 Nuc Posto  Br Dallabona Iii,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7330 - V4 NUC,7330 - V4 Nuc Posto Br Presidente,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7331 - V4 NUC,7331 - V4 Nuc Posto  Br  Huracan,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7335 - V4 NUC,7335 - V4 Nuc Posto Br Gilman,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7336 - V4 NUC,7336 - V4 Nuc Posto Br Posto Getulio,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7337 - V4 NUC,7337 - V4 Nuc Posto  Br Bemer,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7338 - V4 NUC,7338 - V4 Nuc Posto Br Pirai,2025-08-26T00:00:00,V4 - NOVPN,False,False,Shell,1
7339 - V4 NUC,7339 - V4 Nuc Posto Br Fatima,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7340 - V4 NUC,7340 - V4 Nuc Posto Br Jariva,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7341 - V4 NUC,7341 - V4 Nuc Posto  Br Graciosa V,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7342 - V4 NUC,7342 - V4 Nuc Posto Br Graciosa,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7343 - V4 NUC,7343 - V4 Nuc Posto Br Papa Castelo,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7344 - V4 NUC,7344 - V4 Nuc Posto  Br Platamo Ii,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0
7345 - V4 NUC,7345 - V4 Nuc Posto  Br  Via Torres,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7346 - V4 NUC,7346 - V4 Nuc Posto  Br Petro Triangulo,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.8301666666666666
7349 - V4 NUC,7349 - V4 Nuc Posto Br Ithiban,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7350 - V4 NUC,7350 - V4 Nuc Posto  Br Rmz Fukami,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0
7352 - V4 NUC,7352 - V4 Nuc Posto Br Vendramin,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7354 - V4 NUC,7354 - V4 Nuc Posto Br Ladeira Da Serra,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7355 - V4 NUC,7355 - V4 Nuc Posto Br Gericino,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7359 - V4 NUC,7359 - V4 Nuc Posto Br Ralori,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7361 - V4 NUC,7361 - V4 Nuc Posto Br  Shopping Vale Jcn,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
7362 - V4 NUC,7362 - V4 Nuc Posto  Br Petrotruck,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.8800833333333332
7363 - V4 NUC,7363 - V4 Nuc Posto  Br J Vidal & Cia,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7364 - V4 NUC,7364 - V4 Nuc Posto Br Estancia Turistica,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7365 - SPP,7365 - Posto  Br Doral,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7366 - V4 NUC,7366 - V4 Nuc Posto Br Cm,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7367,7367 -  Posto  Br Mc,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.9072777777777777
7369 - SPP,7369 - Spp Posto Br Campus Petropolis,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7371 - V4 NUC,7371 - V4 Nuc Posto Br Sul America,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7372 - V4 NUC,7372 - V4 Nuc Posto Shell Automan,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7374 - V4 NUC,7374 - V4 Nuc Posto  Shell  Relix,2025-08-26T00:00:00,V4 - VPN,False,False,Shell,0
7375 - V4 NUC,7375 - V4 Nuc Posto  Br L.T. Nichele,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7376 - V4 NUC,7376 - V4 Nuc Posto Br Marfim,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7383 - V4 NUC,7383 - V4 Nuc Posto  Br Rodoviaria,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7388 - V4 NUC,7388 - V4 Nuc Posto Br Pit Stop,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7389 - V4 NUC,7389 - V4 Nuc Posto Br Ama,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7390 - V4 NUC,7390 - V4 Nuc Posto Br Escola Salvador,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7391 - V4 NUC,7391 - V4 Nuc Posto Br 29 De Marco,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7396 - V4 NUC,7396 - V4 Nuc Posto Br 23 De Maio,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7397 - V4 NUC,7397 - V4 Nuc Posto  Br G & G,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7400 - V4 NUC,7400 - V4 Nuc Posto  Br Don Pepe,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7402 - V4 NUC,7402 - V4 Nuc Posto Br Treze De Maio,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7411 - V4 NUC,7411 - V4 Nuc Posto  Br Spice,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7414 - V4 NUC,7414 - V4 Nuc Posto  Br Mega Berimbau,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7416 - V4 NUC,7416 - V4 Nuc Posto Br Xixova,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7417 - V4 NUC,7417 - V4 Nuc Posto  Br 2222,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7418 - V4 NUC,7418 - V4 Nuc Posto  Br Posto Agricopel Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7419 - V4 NUC,7419 - V4 Nuc Posto Br Antonio Martinez Junior,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7420 - V4 NUC,7420 - V4 Nuc Posto Br Mosteiro De Ribeirao Preto,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0
7421 - V4 NUC,7421 - V4 Nuc Posto  Br Hiperposto,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7422 - V4 NUC,7422 - V4 Nuc Posto Br Kadar,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7423 - V4 NUC,7423 - V4 Nuc Posto  Br Costa Amalfitana,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7424 - V4 NUC,7424 - V4 Nuc Posto Br Sao Paulo,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7426 - V4 NUC,7426 - V4 Nuc Posto Br  Dante,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7428 - V4 NUC,7428 - V4 Nuc Posto  Br Ursa Menor,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7429 - V4 NUC,7429 - V4 Nuc Posto  Br 7429  Antonio Martinez Iii,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7430 - V4 NUC,7430 - V4 Nuc Posto  Br  Bertioga,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7431 - SPP,7431 - Spp Posto  Br  Portal Da Cantareira,2025-08-26T00:00:00,V4 - NOVPN,True,False,BR,1
7432 - V4 NUC,7432 - V4 Nuc Posto  Br Paraty,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7434 - V4 NUC,7434 - V4 Nuc Posto  Br Portal Das Dunas,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7435 - V4 NUC,7435 - V4 Nuc Posto  Br  Monalisa,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7436 - V4 NUC,7436 - V4 Nuc Posto  Br Arco,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7437 - V4 NUC,7437 - V4 Nuc Posto  Br  Pinochio,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7439 - V4 NUC,7439 - V4 Nuc Posto Canal Da Lagoa,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,0.2921666666666667
7441 - V4 NUC,7441 - V4 Nuc Posto Br Walbrax,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7442 - V4 NUC,7442 - V4 Nuc Posto San Remo,2025-08-26T00:00:00,V4 - NOVPN,False,False,Bandeira Branca,1
7450 - V4 NUC,7450 - V4 Nuc Posto  Br Shopping Via Lagos,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.00019444444444444443
7453 - V4 NUC,7453 - V4 Nuc Posto  Br  Boulevard Paulista,2025-08-26T00:00:00,V4 - VPN,True,False,BR,1
7455 - V4 NUC,7455 - V4 Nuc Posto  Br Chiminazzo,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7456 - V4 NUC,7456 - V4 Nuc Posto  Br  Maralegre,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7460 - V4 NUC,7460 - V4 Nuc Posto  Br  K-9,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7462 - V4 NUC,7462 - V4 Nuc Posto  Br Auto Posto 72 De Jarinu Ltda,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7465 - V4 NUC,7465 - V4 Nuc Posto  Br Chapeu Do Sol,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.5788333333333333
7467 - V4 NUC,7467 - V4 Nuc Posto  Br  Campeao Da Estrada,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.5746944444444444
7470 - V4 NUC,7470 - V4 Nuc Posto  Br  Vitrine Ii,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,0.06211111111111111
7473 - V4 NUC,7473 - V4 Nuc Posto  Br Berimbau Dante,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7476 - V4 NUC,7476 - V4 Nuc Posto  Br Filial 07 - Frango Assado,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7477 - V4 NUC,7477 - V4 Nuc Posto Br Frango Assado - Jaguariuna,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7478 - V4 NUC,7478 - V4 Nuc Posto  Br Filial 12 -  Frango Assado,2025-08-26T00:00:00,V4 - VPN,False,False,BR,0.8808055555555555
7480 - V4 NUC,7480 - V4 Nuc Posto  Br 311 Norte,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7481 - V4 NUC,7481 - V4 Nuc Posto  Br  Combustiveis 309 Sul,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7482 - V4 NUC,7482 - V4 Nuc Posto  Br Belize Company,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7484  - V4 NUC,7484  - V4 Nuc Posto  Br Filial 03 - Frango Assado,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7485 - V4 NUC,7485 - V4 Nuc Posto  Br Filial 05 - Frango Assado,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
7486 - V4 NUC,7486 - V4 Nuc Posto  Br Filial 06 - Frango Assado,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7487 - V4 NUC,7487 - V4 Nuc Posto  Br Filial 08 - Frango Assado,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7488 - V4 NUC,7488 - V4 Nuc Posto Br Caieiras Frango Assado,2025-08-26T00:00:00,V4 - NOVPN,False,False,BR,1
7490 - V4 NUC,7490 - V4 Nuc Posto Br Regis,2025-08-26T00:00:00,V4 - VPN,False,False,BR,1
